created_at,trend,adjusted_close
2017-06-19,0.0,47.37
2017-06-20,0.0,45.68
2017-06-21,0.0,44.5
2017-06-22,0.006,46.16
2017-06-23,0.006,46.0
2017-06-24,0.006,42.7
2017-06-25,0.006,41.28
2017-06-26,0.006,38.53
2017-06-27,0.006,40.24
2017-06-28,0.004,41.89
2017-06-29,0.0,40.13
2017-06-30,0.0,39.48
2017-07-01,0.0,38.08
2017-07-02,0.0,41.26
2017-07-03,0.0,45.34
2017-07-04,0.0,54.51
2017-07-05,0.0,52.92
2017-07-06,0.0,51.04
2017-07-07,0.0,46.1
2017-07-08,0.002,51.22
2017-07-09,0.0,48.63
2017-07-10,0.004,45.0
2017-07-11,0.016,43.98
2017-07-12,0.002,47.14
2017-07-13,0.002,45.69
2017-07-14,0.0,42.46
2017-07-15,0.0,38.41
2017-07-16,0.0,40.7
2017-07-17,0.02,42.17
2017-07-18,0.008,43.35
2017-07-19,0.008,40.11
2017-07-20,0.008,44.35
2017-07-21,0.0,45.2
2017-07-22,0.01,46.47
2017-07-23,0.002,44.67
2017-07-24,0.002,44.77
2017-07-25,0.002,42.3
2017-07-26,0.0,42.03
2017-07-27,0.012,41.89
2017-07-28,0.012,40.43
2017-07-29,0.002,41.07
2017-07-30,0.002,40.61
2017-07-31,0.0,42.38
2017-08-01,0.008,43.16
2017-08-02,0.006,41.92
2017-08-03,0.002,42.75
2017-08-04,0.0,43.31
2017-08-05,0.006,46.24
2017-08-06,0.006,45.56
2017-08-07,0.0,46.11
2017-08-08,0.004,49.13
2017-08-09,0.008,47.78
2017-08-10,0.012,46.97
2017-08-11,0.012,47.11
2017-08-12,0.0,46.27
2017-08-13,0.0,45.49
2017-08-14,0.01,45.7
2017-08-15,0.018,43.17
2017-08-16,0.004,43.97
2017-08-17,0.0,43.83
2017-08-18,0.0,46.74
2017-08-19,0.002,45.19
2017-08-20,0.0,45.81
2017-08-21,0.0,48.09
2017-08-22,0.0,46.4
2017-08-23,0.0,53.44
2017-08-24,0.0,50.36
2017-08-25,0.0,51.09
2017-08-26,0.0,51.58
2017-08-27,0.0,61.08
2017-08-28,0.0,62.36
2017-08-29,0.0,63.76
2017-08-30,0.008,65.97
2017-08-31,0.008,73.03
2017-09-01,0.004,87.88
2017-09-02,0.006,79.18
2017-09-03,0.0,79.04
2017-09-04,0.006,68.89
2017-09-05,0.0,73.73
2017-09-06,0.002,81.44
2017-09-07,0.0,80.25
2017-09-08,0.004,73.19
2017-09-09,0.004,71.09
2017-09-10,0.004,67.08
2017-09-11,0.002,68.13
2017-09-12,0.01,65.89
2017-09-13,0.006,61.78
2017-09-14,0.014,45.2
2017-09-15,0.002,52.0
2017-09-16,0.0,52.1
2017-09-17,0.008,51.0
2017-09-18,0.0,56.16
2017-09-19,0.004,52.8
2017-09-20,0.01,51.56
2017-09-21,0.076,46.46
2017-09-22,0.038,47.67
2017-09-23,0.014,49.29
2017-09-24,0.0,47.5
2017-09-25,0.0,52.27
2017-09-26,0.0,52.27
2017-09-27,0.0,56.9
2017-09-28,0.0,54.91
2017-09-29,0.0,52.8
2017-09-30,0.0,55.41
2017-10-01,0.0,54.8
2017-10-02,0.004,53.29
2017-10-03,0.004,52.15
2017-10-04,0.0,51.22
2017-10-05,0.004,51.64
2017-10-06,0.004,52.08
2017-10-07,0.02,52.57
2017-10-08,0.002,53.3
2017-10-09,0.002,50.08
2017-10-10,0.004,50.58
2017-10-11,0.002,50.79
2017-10-12,0.002,59.72
2017-10-13,0.0,59.05
2017-10-14,0.0,63.94
2017-10-15,0.0,65.57
