created_at,trend,adjusted_close
2016-11-17,0.0,0.0
2016-11-23,0.001,0.0
2016-11-24,0.0,0.0
2016-11-28,0.002,0.0
2016-11-30,0.0,0.0
2016-12-01,0.001,0.0
2016-12-02,0.005,0.0
2016-12-03,0.0,0.0
2016-12-04,0.002,0.0
2016-12-05,0.0,0.0
2016-12-09,0.0,0.0
2016-12-12,0.002,0.0
2016-12-13,0.001,0.0
2016-12-16,0.003,0.0
2016-12-19,0.002,0.0
2016-12-20,0.009,0.0
2016-12-22,0.0,0.0
2016-12-23,0.002,0.0
2016-12-24,0.0,0.0
2016-12-29,0.0,0.0
2016-12-31,0.002,0.0
2017-01-01,0.001,0.0
2017-01-02,0.002,0.0
2017-01-03,0.0,0.0
2017-01-05,0.0,0.0
2017-01-06,0.001,0.0
2017-01-07,0.0,0.0
2017-01-08,0.0,0.0
2017-01-09,0.0,0.0
2017-01-10,0.002,0.0
2017-01-11,0.003,0.0
2017-01-12,0.0,0.0
2017-01-13,0.0,0.0
2017-01-16,0.0,0.0
2017-01-17,0.001,0.0
2017-01-18,0.003,0.0
2017-01-19,0.118,0.0
2017-01-20,0.001,0.0
2017-01-21,0.0,0.0
2017-01-22,0.001,0.0
2017-01-24,0.001,0.0
2017-01-25,0.002,0.0
2017-01-26,0.002,0.0
2017-01-27,0.002,0.0
2017-01-28,0.0,0.0
2017-01-31,0.0,0.0
2017-02-01,0.003,0.0
2017-02-02,0.0,0.0
2017-02-03,0.002,0.0
2017-02-04,0.0,0.0
2017-03-20,0.0,0.0
2017-03-23,0.003,0.0
2017-03-24,0.0,0.0
2017-03-25,0.001,0.0
2017-03-26,0.006,0.0
2017-03-27,0.002,0.0
2017-03-28,0.0,0.0
2017-03-29,0.003,0.0
2017-03-30,0.003,0.0
2017-03-31,0.0,0.0
2017-04-01,0.001,0.0
2017-04-02,0.001,0.0
2017-04-03,0.005,0.0
2017-04-04,0.0,0.0
2017-04-05,0.006,0.0
2017-04-06,0.002,0.0
2017-04-07,0.001,0.0
2017-04-08,0.003,0.0
2017-04-11,0.0,0.0
2017-04-12,0.001,0.0
2017-04-13,0.0,0.0
2017-04-14,0.002,0.0
2017-04-16,0.007,0.0
2017-04-17,0.002,0.0
2017-04-18,0.005,0.0
2017-04-19,0.002,0.0
2017-04-20,0.001,0.0
2017-04-21,0.006,0.0
2017-04-22,0.002,0.0
2017-04-23,0.002,0.0
2017-04-24,0.0,0.0
2017-04-25,0.005,0.0
2017-04-26,0.001,0.0
2017-04-27,0.0,0.0
2017-04-28,0.001,0.0
2017-04-29,0.007,0.0
2017-05-01,0.0,0.0
2017-05-02,0.002,0.0
2017-05-03,0.0,0.0
2017-05-04,0.012,0.0
2017-05-05,0.001,0.0
2017-05-06,0.0,0.0
