created_at,trend,adjusted_close
2016-12-16,0.0,0.0
2017-05-08,0.0,0.0
2017-05-09,0.0,0.0
2017-05-10,0.0,0.0
2017-05-21,0.0,0.0
2017-07-20,0.0,0.0
2017-07-27,0.003,0.0
2017-07-28,0.01,0.0
2017-07-29,0.0,0.0
2017-08-01,0.021,439.27
2017-08-02,0.081,551.59
2017-08-03,0.023,405.92
2017-08-04,0.028,253.13
2017-08-05,0.01,220.3
2017-08-06,0.0,241.87
2017-08-09,0.001,301.17
2017-08-10,0.0,274.48
2017-08-11,0.001,326.26
2017-08-15,0.0,297.36
2017-08-16,0.0,299.68
2017-08-17,0.0,445.19
2017-08-19,0.024,738.54
2017-08-20,0.016,719.27
2017-08-21,0.017,605.22
2017-08-22,0.001,684.6
2017-08-27,0.0,616.29
2017-08-28,0.001,591.11
2017-08-30,0.0,580.34
2017-09-08,0.0,605.66
2017-09-14,0.0,386.49
2017-09-17,0.0,439.07
2017-09-18,0.0,486.03
2017-09-19,0.0,530.6
2017-09-20,0.013,477.25
2017-09-23,0.0,430.31
2017-09-25,0.0,450.85
2017-09-29,0.001,440.55
2017-10-02,0.0,419.68
2017-10-07,0.001,359.81
2017-10-09,0.0,312.43
2017-10-17,0.0,367.84
2017-10-21,0.001,322.12
2017-10-22,0.0,325.88
2017-10-24,0.003,322.28
2017-10-25,0.0,329.47
2017-11-01,0.0,529.88
2017-11-02,0.003,562.79
2017-11-03,0.003,626.04
2017-11-07,0.001,603.26
2017-11-08,0.006,617.41
2017-11-09,0.005,650.09
2017-11-10,0.004,995.4
2017-11-11,0.002,1325.56
2017-11-12,0.015,1374.39
2017-11-13,0.01,1346.96
2017-11-14,0.005,1251.63
2017-11-15,0.001,1187.03
2017-11-17,0.003,1175.54
2017-11-19,0.012,1176.66
2017-11-20,0.057,1245.28
2017-11-21,0.046,1169.9
2017-11-22,0.024,1298.62
2017-11-23,0.074,1662.21
2017-11-24,0.079,1625.05
2017-11-25,0.021,1546.22
2017-11-26,0.039,1719.36
2017-11-27,0.045,1587.66
2017-11-28,0.039,1481.93
2017-11-29,0.027,1333.15
2017-11-30,0.018,1318.42
2017-12-01,0.01,1426.5
2017-12-02,0.009,1390.58
2017-12-03,0.013,1511.46
2017-12-04,0.013,1540.7
2017-12-05,0.08,1421.42
2017-12-06,0.028,1349.75
2017-12-07,0.019,1230.0
2017-12-08,0.037,1383.3
2017-12-09,0.028,1369.36
2017-12-10,0.021,1289.78
2017-12-11,0.024,1402.18
2017-12-12,0.029,1543.45
2017-12-13,0.025,1572.91
2017-12-14,0.052,1933.27
2017-12-15,0.019,1795.31
2017-12-16,0.022,1773.75
2017-12-17,0.032,1827.41
2017-12-18,0.022,2146.79
2017-12-19,0.047,2670.97
2017-12-20,1.0,3715.91
2017-12-21,0.23,3084.09
2017-12-22,0.275,2521.46
2017-12-23,0.132,2991.57
2017-12-24,0.068,2797.92
2017-12-25,0.203,2739.94
2017-12-26,0.067,2921.84
2017-12-27,0.042,2710.64
2017-12-28,0.046,2484.96
2017-12-29,0.191,2619.32
2017-12-30,0.057,2209.96
2017-12-31,0.039,2371.83
2018-01-01,0.027,2319.12
2018-01-02,0.044,2555.49
2018-01-03,0.031,2557.52
2018-01-04,0.017,2355.78
2018-01-05,0.028,2390.04
2018-01-06,0.022,2533.24
2018-01-07,0.052,2530.44
2018-01-08,0.023,2404.74
2018-01-09,0.025,2376.68
2018-01-10,0.049,2856.93
2018-01-11,0.01,2437.92
2018-01-12,0.034,2596.2
2018-01-13,0.018,2664.9
2018-01-14,0.016,2530.21
2018-01-15,0.012,2394.05
2018-01-16,0.035,1761.61
2018-01-17,0.037,1748.8
2018-01-18,0.025,1708.87
2018-01-19,0.026,1756.72
2018-01-20,0.023,2024.32
2018-01-21,0.019,1772.37
2018-01-22,0.03,1606.05
2018-01-23,0.02,1614.46
2018-01-24,0.027,1653.46
2018-01-25,0.012,1632.11
2018-01-26,0.013,1594.67
2018-01-27,0.033,1632.08
2018-01-28,0.013,1742.54
2018-01-29,0.04,1674.03
